fips,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share
05023,24948,45.04,52780,0.0603,0.1719,0.0178
05025,7548,12.62,48913,0.0078,0.1587,0.0674
05027,22707,29.64,47441,0.0316,0.1899,0.0336
05029,20782,37.65,50282,0.0707,0.1915,0.0651
05031,111038,157.02,55169,0.0589,0.2821,0.0219
05033,60593,101.79,56702,0.0528,0.2032,0.0166
05035,47945,78.23,51860,0.1044,0.1763,0.0261
05037,16827,27.3,48129,0.0815,0.1606,0.08
05039,6472,9.7,40085,0.0598,0.1304,0.0343
05041,11285,15.23,38067,0.0519,0.1307,0.1013
05043,17309,20.89,44968,0.0322,0.2502,0.0523
05045,124611,192.52,61273,0.0325,0.3248,0.0111
05047,17160,28.18,47695,0.0514,0.123,0.0617
05049,12183,19.71,38917,0.0169,0.1439,0.0365
05051,100021,147.6,54229,0.0567,0.2525,0.0166
05053,18022,28.52,68598,0.0332,0.1878,0.0395
05055,45954,79.6,54879,0.0752,0.1656,0.0335
05057,20037,27.55,45049,0.0441,0.1579,0.091
05059,33129,53.87,50260,0.0461,0.155,0.0147
05061,12779,21.76,44824,0.0643,0.1498,0.0993
05063,37910,49.64,52361,0.0525,0.1711,0.0217
05065,13748,23.7,46159,0.0748,0.1893,0.0615
05067,16784,26.49,41929,0.1093,0.1186,0.0796
05069,66934,76.73,46855,0.0784,0.2015,0.0176
05071,25925,39.22,42470,0.0476,0.1504,0.0476
05073,6277,11.86,40262,0.0872,0.1061,0.1705
05075,16258,27.67,43606,0.0667,0.1295,0.0669
05077,8666,14.45,33801,0.1431,0.077,0.158
05079,13016,23.27,50526,0.0398,0.0813,0.0607
05081,12024,22.63,58627,0.0795,0.1592,0.0335
05083,21247,29.96,51131,0.0552,0.1434,0.054
05085,74292,96.3,68078,0.0449,0.1993,0.0258
05087,16737,20.06,51514,0.0479,0.1231,0.0509
05089,16905,28.33,42891,0.07,0.1523,0.0161
05091,42682,68.4,47613,0.077,0.156,0.0082
05093,40361,44.74,50012,0.0982,0.148,0.0533
05095,6787,11.17,41786,0.1098,0.1419,0.1031
05097,8555,10.96,47103,0.0725,0.1639,0.084
05099,8292,13.42,43421,0.0778,0.1094,0.0247
05101,7243,8.82,50699,0.0375,0.1478,0.0324
05103,22606,30.85,47348,0.0648,0.1495,0.0279
05105,10055,18.24,53980,0.0457,0.152,0.0492
05107,16373,23.72,37458,0.1331,0.1524,0.0437
05109,10205,17.0,49248,0.0309,0.1851,0.0559
05111,22997,30.33,43440,0.0505,0.1154,0.0693
05113,19384,22.62,48449,0.0902,0.1627,0.0698
05115,63475,78.26,51678,0.0476,0.2388,0.0208
05117,8217,12.69,47045,0.0409,0.1598,0.0868
05119,398322,525.28,58326,0.0525,0.3704,0.0044
05121,18619,28.56,45993,0.0753,0.1555,0.0426
05123,23138,36.45,39822,0.066,0.1327,0.0499
05125,123988,171.36,73236,0.0381,0.2846,0.0087
05127,9871,11.06,45340,0.0573,0.1204,0.0691
05129,7880,11.83,42063,0.0519,0.1495,0.0699
05131,128184,241.32,54047,0.0524,0.2392,0.0177
05133,15913,28.24,53567,0.0459,0.1167,0.0801
05135,17422,28.81,43332,0.0615,0.1151,0.0346
05137,12393,20.44,37664,0.0538,0.1444,0.0737
05139,38815,37.36,49745,0.0374,0.1847,0.0241
05141,15900,22.41,45768,0.0466,0.1676,0.0422
05143,247331,262.71,61985,0.0428,0.3446,0.0139
05145,77118,74.58,51144,0.052,0.2048,0.0182
05147,6259,10.68,49608,0.0674,0.165,0.0882
05149,20342,21.87,55879,0.0388,0.1381,0.0611
06001,1663823,2256.15,122488,0.0495,0.5094,0.0037
06003,1515,2.05,101125,0.0486,0.3961,0.0898
06005,40577,68.24,74853,0.0601,0.2056,0.044
06007,213605,130.53,66085,0.0715,0.3083,0.0369
06009,45674,44.78,77526,0.0621,0.214,0.0343
06011,21811,18.95,69619,0.0736,0.1429,0.2204
06013,1162648,1621.71,120020,0.0585,0.445,0.0062
06015,27462,27.29,61149,0.0626,0.1772,0.052
06017,191713,112.25,99246,0.046,0.3795,0.0165
06019,1008280,169.22,67756,0.0862,0.2338,0.0865
06021,28657,21.81,64033,0.0768,0.1487,0.1681
06023,136132,38.15,57881,0.0925,0.3108,0.0508
06025,179578,43.01,53847,0.132,0.1592,0.0976
06027,18829,1.85,63417,0.0489,0.2895,0.0149
06029,906883,111.48,63883,0.0839,0.1832,0.1416
06031,152515,109.65,68540,0.0919,0.1472,0.1564
06033,68024,54.14,56259,0.104,0.1821,0.059
06035,31873,7.02,59515,0.0792,0.121,0.0394
06037,9936690,2447.89,83411,0.0698,0.3458,0.0046
06039,157243,73.58,73543,0.1113,0.1715,0.1415
06041,260485,500.53,142019,0.0577,0.6113,0.0096
06043,17130,11.82,60021,0.0623,0.2893,0.0437
06045,91145,25.99,61335,0.091,0.2399,0.0676
06047,282290,145.66,64772,0.107,0.1464,0.1144
06049,8651,2.19,54962,0.0765,0.2382,0.1763
06051,13219,4.34,82038,0.0194,0.3171,0.0343
06053,437609,133.35,91043,0.053,0.2707,0.1474
06055,137384,183.6,105809,0.0518,0.3784,0.0543
06057,102322,106.83,79395,0.0443,0.3881,0.015
06059,3175227,4004.87,109361,0.0537,0.4276,0.0065
06061,406608,288.97,109375,0.0426,0.4244,0.0065
06063,19650,7.7,67885,0.0802,0.2118,0.0767
06065,2429487,336.99,84505,0.0674,0.2406,0.0129
06067,1579211,1636.03,84010,0.0631,0.3262,0.0083
06069,64753,46.63,104451,0.0625,0.22,0.0643
06071,2180563,108.66,77423,0.0718,0.2242,0.0065
06073,3289701,781.36,96974,0.0634,0.4105,0.0068
06075,851036,18140.28,136689,0.0536,0.5979,0.0017
06077,779445,559.8,82837,0.0721,0.2031,0.0491
06079,281712,85.35,90158,0.0499,0.3797,0.035
06081,754250,1681.26,149907,0.0455,0.5288,0.0062
06083,445213,162.85,92332,0.0604,0.3568,0.0829
06085,1916831,1484.67,153792,0.0444,0.5533,0.005
06087,268571,603.38,104409,0.0594,0.4248,0.0448
06089,181852,48.17,68347,0.0655,0.2275,0.0206
06091,2916,3.06,61108,0.0562,0.2388,0.185
06093,44049,7.02,53898,0.0744,0.22,0.0863
06095,450995,548.77,97037,0.0589,0.282,0.0127
06097,488436,309.99,99266,0.0518,0.3785,0.0243
06099,552063,369.02,74872,0.0816,0.1822,0.0509
06101,99101,164.43,72654,0.0762,0.2062,0.0929
06103,65484,22.2,59029,0.0737,0.1817,0.0978
06105,15889,5.0,47317,0.0736,0.1918,0.126
06107,473446,98.15,64474,0.0902,0.1562,0.1504
06109,54993,24.76,70432,0.0834,0.2444,0.0239
06111,842009,457.42,102141,0.0532,0.3471,0.0497
06113,217141,213.99,85097,0.0529,0.4327,0.0386
06115,81705,129.28,66693,0.0742,0.1736,0.0439
08001,520149,445.82,86297,0.0462,0.2715,0.0172
08003,16460,22.78,52271,0.0335,0.2821,0.1046
08005,654453,820.26,92292,0.0456,0.4492,0.0087
08007,13509,10.01,66813,0.0477,0.3944,0.0678
08009,3496,1.37,42115,0.0171,0.2436,0.2296
08011,5561,3.68,45776,0.0551,0.155,0.1784
08013,328658,452.46,99770,0.0441,0.6323,0.0103
08014,73946,2242.96,117541,0.032,0.5838,0.007
08015,19564,19.31,65703,0.0603,0.4142,0.0167
08017,1726,0.97,65577,0.021,0.2343,0.2573
08019,9403,23.8,87169,0.0472,0.5503,0.0213
08021,7553,5.87,44093,0.0718,0.2465,0.0962
08023,3534,2.88,34578,0.0661,0.2365,0.0887
08025,5782,7.34,40685,0.0724,0.1274,0.061
08027,4885,6.61,66250,0.0493,0.3647,0.0528
08029,31173,27.29,56349,0.0441,0.245,0.1093
08031,710800,4643.46,85853,0.0465,0.5425,0.0092
08033,2329,2.18,64708,0.0307,0.2632,0.068
08035,360206,428.69,139010,0.034,0.6,0.0116
08037,55650,33.04,98887,0.0438,0.5181,0.0189
08039,26457,14.29,124360,0.0228,0.3562,0.0339
08041,730323,343.45,82748,0.0565,0.4018,0.0062
08043,49107,32.02,56165,0.0478,0.2022,0.0284
08045,61683,20.93,82772,0.0317,0.3369,0.0317
08047,5856,39.03,95902,0.0211,0.4388,0.002
08049,15724,8.52,79367,0.0458,0.3782,0.0626
08051,17018,5.25,76538,0.0365,0.5934,0.0402
08053,911,0.82,58712,0.0189,0.446,0.0
08055,6896,4.33,49631,0.0639,0.2608,0.0819
08057,1440,0.89,38686,0.0821,0.2751,0.1818
08059,580519,759.46,103167,0.039,0.4913,0.0139
08061,1347,0.76,45250,0.0,0.1796,0.2126
08063,7039,3.26,58992,0.0262,0.1805,0.1768
08065,7403,19.64,78942,0.0237,0.3923,0.0601
08067,55983,33.13,81936,0.0319,0.4696,0.04
08069,359363,138.44,87199,0.0457,0.5089,0.0175
08071,14422,3.02,48965,0.0741,0.1655,0.0722
08073,5583,2.17,59167,0.023,0.2275,0.1107
08075,21302,11.59,54864,0.0316,0.1972,0.078
08077,156131,46.9,68077,0.053,0.3003,0.0433
08079,794,0.91,58929,0.0485,0.5766,0.0097
08081,13232,2.79,63983,0.054,0.2054,0.1273
08083,26070,12.85,61377,0.0436,0.3006,0.0673
08085,42823,19.11,62817,0.0427,0.2772,0.0373
08087,29045,22.68,70471,0.0366,0.1773,0.1171
08089,18580,14.72,47500,0.0587,0.1832,0.0633
08091,4936,9.13,78750,0.0415,0.4956,0.021
08093,17597,8.02,85019,0.0388,0.3549,0.0249
08095,4493,6.53,58474,0.0138,0.2626,0.2144
08097,17325,17.85,96123,0.0206,0.6311,0.0137
08099,11968,7.3,49422,0.0441,0.1824,0.1404
08101,168135,70.45,59436,0.0592,0.2407,0.0122
08103,6511,2.02,69882,0.0609,0.2381,0.1197
08105,11442,12.55,57591,0.0603,0.3128,0.0911
08107,24944,10.56,95144,0.0288,0.5004,0.0405
08109,6454,2.04,51946,0.0997,0.2438,0.2025
08111,690,1.78,67344,0.073,0.4167,0.0315
08113,8082,6.28,72829,0.037,0.6216,0.0279
08115,2391,4.36,45855,0.0333,0.2648,0.1526
08117,30955,50.89,100611,0.0366,0.5226,0.017
08119,24758,44.44,69655,0.0382,0.3796,0.0296
08121,4817,1.91,59087,0.0351,0.2448,0.1887
08123,331466,83.18,89182,0.0491,0.3066,0.0511
08125,9938,4.2,60118,0.0565,0.2444,0.2001
09110,977165,0.0,88190,0.0559,0.411,0.0034
09120,326381,0.0,83147,0.0769,0.4172,0.0023
09130,175244,0.0,99742,0.0411,0.4527,0.0058
09140,451887,0.0,82939,0.0637,0.3327,0.0031
09150,95687,0.0,83119,0.0745,0.2503,0.0196
09160,112696,0.0,87971,0.0536,0.3793,0.0142
09170,571298,0.0,83617,0.0612,0.404,0.0026
09180,280293,0.0,80330,0.0532,0.3381,0.0066
09190,620666,0.0,118930,0.0561,0.5424,0.0022
10001,182400,311.23,69278,0.0602,0.2628,0.0109
10003,570567,1338.3,85309,0.0542,0.3827,0.0066
10005,240668,257.08,75406,0.0505,0.317,0.0238
11001,670587,10970.53,101722,0.0711,0.6264,0.0014
12001,279729,319.46,57566,0.0507,0.4668,0.0092
12003,27969,47.79,67872,0.0492,0.1413,0.0048
12005,181055,238.66,65999,0.0404,0.2663,0.0093
12007,27816,94.62,54759,0.058,0.1317,0.0148
12009,610723,601.71,71308,0.0486,0.3289,0.0043
12011,1940907,1613.75,70331,0.0575,0.3494,0.0025
12013,13753,24.24,41526,0.0369,0.1107,0.0598
12015,189900,278.81,62164,0.0567,0.2513,0.004
12017,155173,266.66,52569,0.072,0.1969,0.0106
12019,219650,363.29,82242,0.0432,0.2758,0.0061
12021,380221,190.4,82011,0.0428,0.3873,0.0159
12023,69832,87.56,53501,0.0694,0.1604,0.025
12027,34258,53.81,45000,0.097,0.1159,0.1057
12029,16737,23.74,45057,0.051,0.0798,0.034
12031,995708,1305.6,65579,0.0466,0.3224,0.0019
12033,321296,489.04,61642,0.0621,0.2807,0.0069
12035,117515,241.7,69251,0.0377,0.2837,0.0041
12037,12276,22.53,58107,0.0887,0.2095,0.0388
12039,43746,84.72,45721,0.0427,0.1967,0.0394
12041,18070,51.67,56823,0.0311,0.1463,0.0488
12043,12179,15.1,37221,0.054,0.1298,0.1261
12045,15002,27.11,56250,0.0431,0.214,0.0372
12047,13492,26.23,47668,0.092,0.0924,0.0693
12049,25528,40.04,44665,0.0866,0.1036,0.1278
12051,39902,34.52,49259,0.0576,0.1048,0.1349
12053,196621,415.72,59202,0.0592,0.2,0.007
12055,102339,100.56,53679,0.0684,0.1828,0.0418
12057,1468560,1437.1,70612,0.0485,0.3625,0.0098
12059,19529,40.78,46063,0.0473,0.1101,0.044
12061,160986,320.17,67543,0.0586,0.3273,0.0188
12063,47704,51.95,46144,0.0475,0.1388,0.0497
12065,14458,24.17,51573,0.0667,0.1954,0.0348
12067,8107,14.92,57852,0.0856,0.0808,0.1119
12069,386829,406.52,66239,0.0554,0.2568,0.0143
12071,772902,989.62,69368,0.0446,0.3012,0.006
12073,294128,440.03,61317,0.0566,0.4752,0.0073
12075,43268,38.69,49933,0.0442,0.161,0.0363
12077,7704,9.22,51723,0.0819,0.1684,0.031
12079,17986,25.82,43386,0.0269,0.1295,0.0543
12081,405069,545.36,71385,0.0524,0.3283,0.0077
12083,378225,238.11,55265,0.0587,0.2199,0.0228
12085,159399,293.11,77894,0.044,0.351,0.0187
12086,2688237,1414.93,64215,0.0458,0.3254,0.0069
12087,82044,83.46,80111,0.0339,0.3633,0.015
12089,91538,141.11,84085,0.041,0.32,0.0073
12091,212021,227.93,73988,0.0331,0.3327,0.006
12093,39870,51.84,50476,0.0614,0.1683,0.0782
12095,1427403,1582.45,72629,0.0552,0.3735,0.0035
12097,393745,296.6,64312,0.053,0.2652,0.0031
12099,1494805,760.99,76066,0.0577,0.3876,0.0096
12101,569211,762.39,63187,0.0534,0.2711,0.0054
12103,959918,3507.13,66406,0.0464,0.3507,0.003
12105,736229,409.52,60901,0.0463,0.2144,0.0098
12107,73604,101.05,44852,0.0887,0.1332,0.0487
12109,278722,464.04,100020,0.044,0.4736,0.0106
12111,334682,585.46,66154,0.0597,0.2502,0.0076
12113,188994,186.68,84715,0.0467,0.299,0.0102
12115,439392,790.27,77213,0.0338,0.3829,0.0058
12117,471321,1523.44,79490,0.043,0.4173,0.0025
12119,131832,236.63,70105,0.051,0.3369,0.0171
12121,43881,63.73,49729,0.0547,0.1588,0.0248
12123,21421,20.53,46239,0.0581,0.1392,0.0093
12125,15524,63.74,64043,0.0365,0.1003,0.0116
12127,558520,507.14,63075,0.0415,0.2615,0.0074
12129,33732,55.62,72035,0.036,0.1975,0.012
12131,76618,73.79,74832,0.0528,0.3315,0.0053
12133,25014,42.78,47536,0.0476,0.124,0.0114
13001,18441,36.28,43268,0.0335,0.1002,0.0565
13003,8265,24.12,38007,0.0455,0.1136,0.0524
13005,11138,39.21,43938,0.0425,0.1091,0.0802
13007,2878,8.42,45417,0.122,0.1898,0.0878
13009,43778,169.22,54699,0.0696,0.2345,0.0179
13011,18381,79.02,69096,0.0248,0.1712,0.0241
13013,84399,524.1,75053,0.0399,0.2118,0.0085
13015,109410,238.41,74812,0.0546,0.2103,0.0059
13017,17169,68.64,38255,0.0496,0.122,0.0227
13019,18187,40.11,48670,0.0461,0.1483,0.03
13021,156554,627.77,48897,0.0753,0.2586,0.0067
13023,12413,57.5,56021,0.0608,0.1856,0.0206
13025,18105,40.85,40166,0.0329,0.1032,0.0399
13027,16275,33.0,42263,0.0488,0.1467,0.0682
13029,44995,102.83,90627,0.0551,0.339,0.0043
13031,79829,118.1,53675,0.0833,0.2963,0.0199
13033,24337,29.43,50321,0.0521,0.1466,0.0489
13035,25522,138.94,60076,0.0403,0.1306,0.009
13037,5594,19.95,48663,0.1139,0.1137,0.1254
13039,55105,87.42,68104,0.047,0.2166,0.0099
13043,10946,45.03,45519,0.039,0.1223,0.0636
13045,120060,240.54,66895,0.0592,0.2123,0.0076
13047,68052,419.65,68896,0.0371,0.2324,0.0073
13049,12547,16.08,45770,0.083,0.1213,0.0365
13051,296266,684.03,66171,0.0632,0.3607,0.0037
13053,9402,37.8,52943,0.084,0.3001,0.0
13055,24902,79.48,43556,0.0473,0.0947,0.0145
13057,268567,637.8,100824,0.0368,0.395,0.0045
13059,128864,1080.87,48692,0.0533,0.4795,0.0088
13061,2855,14.61,43264,0.035,0.1657,0.1166
13063,296312,2091.82,56207,0.0684,0.2061,0.0041
13065,6713,8.24,53350,0.0263,0.1288,0.107
13067,765813,2253.85,94244,0.0463,0.497,0.0015
13069,43056,72.7,48398,0.0427,0.1289,0.0552
13071,45813,83.75,47235,0.0611,0.1471,0.1051
13073,156921,540.75,92571,0.0511,0.3743,0.004
13075,17242,75.47,46706,0.0551,0.1601,0.0248
13077,147449,334.3,90031,0.0275,0.3415,0.0088
13079,12156,37.41,56948,0.0811,0.1127,0.029
13081,20255,74.28,47463,0.0816,0.1409,0.0439
13083,16239,93.34,59531,0.0548,0.1831,0.0082
13085,27355,129.75,84516,0.0464,0.3546,0.0005
13087,29063,48.66,47383,0.0644,0.1499,0.055
13089,761209,2843.09,76044,0.0645,0.4666,0.0028
13091,19977,40.28,46091,0.0288,0.1475,0.019
13093,11236,28.62,54109,0.0746,0.1304,0.1079
13095,85038,258.75,45640,0.0995,0.2329,0.0144
13097,144735,723.18,76930,0.0656,0.2986,0.0009
13099,10753,20.98,48355,0.0598,0.1399,0.0484
13101,3707,8.82,61184,0.0201,0.1396,0.1362
13103,65314,136.4,79474,0.0529,0.2519,0.0109
13105,19570,55.74,48190,0.0746,0.1407,0.0579
13107,22907,33.66,47905,0.0889,0.1161,0.0419
13109,10759,58.83,55222,0.0679,0.1636,0.1039
13111,25436,65.71,54857,0.0544,0.232,0.0178
13113,119259,612.97,105910,0.039,0.4725,0.0025
13115,98541,193.29,57868,0.0409,0.2231,0.0061
13117,253225,1127.36,131660,0.0372,0.562,0.0037
13119,23480,89.84,52597,0.0616,0.1685,0.0512
13121,1061944,2016.24,86267,0.0537,0.5705,0.0023
13123,31519,73.95,70334,0.0242,0.2342,0.0281
13125,2903,20.2,60469,0.0156,0.1293,0.0295
13127,84566,201.52,65970,0.0433,0.3062,0.0047
13129,57785,162.12,57555,0.0301,0.1668,0.0227
13131,26075,57.38,51929,0.0438,0.1582,0.0695
13133,19020,49.08,77527,0.054,0.3342,0.0287
13135,957977,2223.94,82296,0.041,0.3891,0.0031
13137,46326,167.32,61292,0.0229,0.2294,0.0268
13139,204953,521.53,74153,0.0388,0.255,0.0098
13141,8588,18.23,31767,0.0623,0.0963,0.0166
13143,30178,106.95,65940,0.0438,0.1787,0.0169
13145,34914,75.28,85936,0.0576,0.3242,0.0113
13147,26110,112.34,61765,0.048,0.1826,0.0502
13149,11489,38.82,62965,0.0543,0.1161,0.0087
13151,240853,755.72,79663,0.0532,0.2749,0.0039
13153,164117,436.43,76968,0.0482,0.32,0.008
13155,9487,26.77,46383,0.0618,0.1682,0.0477
13157,77033,226.8,82056,0.0363,0.2652,0.0144
13159,14882,40.4,57374,0.061,0.183,0.028
13161,14791,44.7,41780,0.0406,0.1151,0.0635
13163,15591,29.61,46865,0.045,0.1082,0.0589
13165,8704,25.06,31463,0.0492,0.0905,0.0738
13167,9225,30.44,47796,0.083,0.095,0.0251
13169,28382,72.05,66288,0.0425,0.1789,0.0188
13171,18676,101.78,64966,0.054,0.1749,0.006
13173,9964,50.7,39971,0.023,0.1842,0.0239
13175,49407,61.2,46776,0.0553,0.1708,0.0192
13177,32968,92.64,83632,0.0437,0.3264,0.03
13179,65550,126.92,55149,0.0871,0.2022,0.0074
13181,7726,36.72,50754,0.0355,0.1624,0.0016
13183,16804,41.97,56819,0.0448,0.1296,0.018
13185,118257,237.83,52821,0.0509,0.2609,0.012
13187,33405,118.06,67592,0.0506,0.3203,0.014
13189,21715,84.37,54752,0.0378,0.1838,0.0334
13191,11183,25.93,51262,0.0445,0.1781,0.0195
13193,12099,30.2,33960,0.0917,0.1006,0.0861
13195,30378,107.6,53626,0.0585,0.1959,0.0132
13197,7508,20.53,48836,0.0542,0.1219,0.0524
13199,20679,41.28,52392,0.0712,0.1312,0.019
13201,5923,20.97,52132,0.0504,0.1967,0.0757
13205,21634,42.24,45966,0.0948,0.1229,0.0877
13207,28287,71.42,74867,0.0377,0.2856,0.0122
13209,8687,36.02,49138,0.065,0.1958,0.0428
13211,20171,58.06,81524,0.029,0.2988,0.0298
13213,40063,116.3,60617,0.0667,0.1135,0.0192
13215,204572,944.93,54561,0.073,0.2842,0.0045
13217,113298,413.79,70732,0.0661,0.2258,0.0063
13219,41978,227.72,116221,0.0288,0.5346,0.0161
13221,14974,34.1,66672,0.0451,0.2267,0.0352
13223,169898,543.93,89237,0.0409,0.2654,0.0066
13225,28054,186.67,60940,0.0665,0.229,0.0249
13227,33439,144.1,72558,0.0452,0.2428,0.015
13229,19822,58.22,54861,0.0229,0.17,0.0352
13231,19145,88.6,83866,0.0454,0.2015,0.0136
13233,43019,138.62,51956,0.0481,0.1436,0.0044
13235,9887,39.67,42545,0.0386,0.1288,0.0359
13237,22206,64.42,60825,0.0319,0.256,0.0135
13239,2180,14.41,38889,0.2347,0.1095,0.0
13241,16915,45.7,57261,0.0264,0.2804,0.0168
13243,6365,14.86,24638,0.0751,0.1243,0.1077
13245,206153,635.61,50605,0.0833,0.2356,0.0026
13247,93641,721.33,68999,0.0604,0.2813,0.0025
13249,4565,27.35,53274,0.0349,0.1795,0.0649
13251,14026,21.72,49941,0.0722,0.1573,0.0614
13253,9117,38.38,46063,0.0579,0.1701,0.0345
13255,67415,344.01,57367,0.0562,0.1832,0.0137
13257,26732,149.45,52901,0.0585,0.1599,0.018
13259,5121,11.16,43094,0.0507,0.1581,0.0601
13261,29378,60.84,38899,0.0645,0.2218,0.0359
13263,5793,14.8,48065,0.0425,0.1539,0.009
13265,1635,8.4,45881,0.0402,0.1146,0.0165
13267,24309,50.56,51868,0.0797,0.1398,0.103
13269,7799,20.7,40727,0.0661,0.1633,0.0209
13271,12619,28.86,41801,0.0214,0.0805,0.0638
13273,9004,26.81,43507,0.0868,0.1297,0.0384
13275,45665,83.85,55958,0.0618,0.2382,0.0408
13277,41247,158.1,52561,0.0294,0.1872,0.0336
13279,26946,74.02,47310,0.0623,0.1637,0.0932
13281,12546,75.36,55574,0.0549,0.3199,0.0255
13283,6411,32.15,38641,0.1087,0.137,0.0436
13285,69527,167.94,53599,0.0483,0.2031,0.0067
13287,8894,31.16,39666,0.0699,0.1051,0.0467
13289,7955,22.14,50446,0.034,0.1065,0.1025
13291,24880,77.25,59783,0.0273,0.2549,0.0143
13293,27638,85.44,48740,0.0314,0.1537,0.0115
13295,68065,152.48,52276,0.0549,0.1967,0.0158
13297,97752,299.1,79425,0.0516,0.2428,0.0053
13299,35917,39.94,44138,0.0426,0.1514,0.0185
13301,5197,18.28,45091,0.0897,0.1105,0.0688
13303,19975,29.44,43810,0.0445,0.1742,0.0707
13305,30277,47.17,49847,0.0616,0.1412,0.0207
13307,2354,11.23,35000,0.089,0.093,0.0755
13309,7550,25.55,36354,0.0643,0.1275,0.0836
13311,28165,116.99,66256,0.0348,0.2313,0.0102
13313,103033,354.74,59659,0.057,0.1858,0.0151
13315,8839,23.4,46759,0.0533,0.1363,0.1092
13317,9610,20.47,51780,0.0291,0.1564,0.0242
13319,8852,19.71,40757,0.0581,0.1205,0.0504
13321,20706,36.28,56496,0.0704,0.0951,0.0567
15001,202163,50.18,74238,0.0647,0.3066,0.04
15003,1010100,1681.75,99816,0.0479,0.3664,0.0066
15005,50,4.17,87813,0.0,0.34,0.0833
15007,73511,118.59,88869,0.0407,0.3037,0.0226
15009,164765,141.85,95379,0.0541,0.3014,0.0152
16001,497494,472.9,83881,0.0322,0.4276,0.012
16003,4464,3.28,55891,0.0873,0.213,0.1357
16005,87434,78.59,60998,0.0507,0.2951,0.0124
16007,6436,6.6,63244,0.0432,0.2078,0.1392
16009,9731,12.52,54191,0.0381,0.186,0.0637
16011,48253,23.05,69433,0.0611,0.1985,0.073
16013,24248,9.19,81794,0.0234,0.4453,0.0237
16015,7809,4.11,70776,0.0338,0.2709,0.0299
16017,47976,27.68,61816,0.0352,0.2717,0.0259
16019,124490,66.72,73103,0.0463,0.3188,0.0237
16021,12335,9.72,58810,0.0382,0.1815,0.1015
16023,2605,1.16,37358,0.0196,0.1623,0.1771
16025,1133,1.05,63750,0.0496,0.2701,0.0924
16027,235006,400.32,68473,0.0354,0.216,0.0373
16029,7058,4.0,65380,0.0283,0.1566,0.1967
16031,24859,9.69,63525,0.0295,0.2049,0.1165
16033,756,0.43,53500,0.0194,0.1526,0.3168
16035,8810,3.59,55885,0.0442,0.181,0.0915
16037,4344,0.88,60357,0.0167,0.2878,0.1501
16039,28752,9.35,55000,0.0645,0.2085,0.0958
16041,14376,21.68,61679,0.0114,0.1721,0.0732
16043,13519,7.25,67015,0.0453,0.2138,0.0774
16045,19250,34.39,65204,0.0276,0.2245,0.0531
16047,15520,21.28,60938,0.0354,0.158,0.1875
16049,16787,1.98,54745,0.0429,0.2146,0.1182
16051,31383,28.69,77491,0.024,0.2677,0.0775
16053,24474,40.96,67347,0.0351,0.131,0.1744
16055,173396,140.09,71949,0.0312,0.2673,0.0191
16057,39872,37.06,62258,0.0527,0.4432,0.05
16059,8043,1.76,49216,0.0314,0.2218,0.1231
16061,3630,7.58,46484,0.0418,0.1852,0.1338
16063,5203,4.33,62250,0.0564,0.112,0.1321
16065,52487,111.85,53025,0.0815,0.3905,0.0166
16067,21626,28.57,63594,0.0333,0.1592,0.1504
16069,42200,49.75,65023,0.0325,0.2567,0.0281
16071,4572,3.81,67383,0.0065,0.2379,0.0702
16073,12043,1.57,58440,0.0222,0.1392,0.1959
16075,25571,62.84,62721,0.0437,0.2015,0.0969
16077,7918,5.64,56671,0.0748,0.1468,0.2696
16079,13399,5.08,44807,0.0505,0.1164,0.0773
16081,11813,26.3,88906,0.016,0.4708,0.0511
16083,90592,47.14,61183,0.0309,0.2359,0.0817
16085,11830,3.23,72878,0.0152,0.364,0.035
16087,10612,7.3,50046,0.0447,0.1748,0.1113
17001,65583,76.69,63767,0.0388,0.2692,0.0276
17003,5261,22.35,40365,0.0931,0.1035,0.0391
17005,16750,44.04,58617,0.0434,0.2106,0.0514
17007,53459,190.42,80502,0.0766,0.2401,0.0209
17009,6334,20.72,64760,0.0211,0.1403,0.0418
17011,33203,38.21,64165,0.0571,0.2146,0.0615
17013,4472,17.62,88059,0.0407,0.1953,0.1136
17015,15594,35.01,61539,0.0493,0.1868,0.0623
17017,12955,34.48,64826,0.0539,0.1924,0.068
17019,206525,207.33,61090,0.0477,0.4562,0.0125
17021,33893,47.77,56933,0.0442,0.1719,0.0488
17023,15467,30.85,65874,0.04,0.2442,0.0545
17025,13248,28.29,58028,0.0604,0.1501,0.0826
17027,36998,78.06,78054,0.0303,0.2361,0.0415
17029,47076,92.62,53732,0.0693,0.2698,0.0145
17031,5225367,5529.91,78304,0.0708,0.4128,0.002
17033,18729,42.22,64163,0.0335,0.1892,0.0362
17035,10447,30.2,71274,0.0187,0.1774,0.0389
17037,100686,159.48,68617,0.0703,0.3407,0.0151
17039,15535,39.08,61823,0.0542,0.2149,0.0362
17041,19714,47.32,67177,0.0303,0.1987,0.0402
17043,930559,2838.81,107035,0.0475,0.5106,0.0031
17045,16852,27.04,56687,0.0458,0.1879,0.0421
17047,6182,27.8,60784,0.0672,0.139,0.124
17049,34594,72.26,73181,0.0246,0.2595,0.0373
17051,21464,29.96,51962,0.0384,0.1482,0.0694
17053,13484,27.77,58930,0.0472,0.1977,0.0716
17055,37810,92.46,51031,0.0668,0.1766,0.0556
17057,33691,38.92,57223,0.0684,0.1769,0.0335
