fips,approval_prob,beta_alpha,beta_beta
33015,0.44,17.6,22.4
33017,0.44,17.6,22.4
33019,0.44,17.6,22.4
34001,0.44,17.6,22.4
34003,0.44,17.6,22.4
34005,0.44,17.6,22.4
34007,0.44,17.6,22.4
34009,0.44,17.6,22.4
34011,0.44,17.6,22.4
34013,0.44,17.6,22.4
34015,0.44,17.6,22.4
34017,0.44,17.6,22.4
34019,0.44,17.6,22.4
34021,0.44,17.6,22.4
34023,0.44,17.6,22.4
34025,0.44,17.6,22.4
34027,0.44,17.6,22.4
34029,0.44,17.6,22.4
34031,0.44,17.6,22.4
34033,0.44,17.6,22.4
34035,0.44,17.6,22.4
34037,0.44,17.6,22.4
34039,0.44,17.6,22.4
34041,0.44,17.6,22.4
35001,0.44,17.6,22.4
35003,0.44,17.6,22.4
35005,0.44,17.6,22.4
35006,0.44,17.6,22.4
35007,0.44,17.6,22.4
35009,0.44,17.6,22.4
35011,0.44,17.6,22.4
35013,0.44,17.6,22.4
35015,0.44,17.6,22.4
35017,0.44,17.6,22.4
35019,0.44,17.6,22.4
35021,0.44,17.6,22.4
35023,0.44,17.6,22.4
35025,0.44,17.6,22.4
35027,0.44,17.6,22.4
35028,0.44,17.6,22.4
35029,0.44,17.6,22.4
35031,0.44,17.6,22.4
35033,0.44,17.6,22.4
35035,0.44,17.6,22.4
35037,0.44,17.6,22.4
35039,0.44,17.6,22.4
35041,0.44,17.6,22.4
35043,0.44,17.6,22.4
35045,0.44,17.6,22.4
35047,0.44,17.6,22.4
35049,0.44,17.6,22.4
35051,0.44,17.6,22.4
35053,0.44,17.6,22.4
35055,0.44,17.6,22.4
35057,0.44,17.6,22.4
35059,0.44,17.6,22.4
35061,0.44,17.6,22.4
36001,0.4556,18.22,21.78
36003,0.3528,14.11,25.89
36005,0.3279,13.11,26.89
36007,0.4644,18.57,21.43
36009,0.3308,13.23,26.77
36011,0.3173,12.69,27.31
36013,0.3198,12.79,27.21
36015,0.5567,22.27,17.73
36017,0.3227,12.91,27.09
36019,0.561,22.44,17.56
36021,0.4433,17.73,22.27
36023,0.5411,21.64,18.36
36025,0.3513,14.05,25.95
36027,0.4037,16.15,23.85
36029,0.356,14.24,25.76
36031,0.5591,22.36,17.64
36033,0.4208,16.83,23.17
36035,0.3492,13.97,26.03
36037,0.2938,11.75,28.25
36039,0.422,16.88,23.12
36041,0.3282,13.13,26.87
36043,0.2982,11.93,28.07
36045,0.4273,17.09,22.91
36047,0.4805,19.22,20.78
36049,0.3308,13.23,26.77
36051,0.4683,18.73,21.27
36053,0.4518,18.07,21.93
36055,0.5505,22.02,17.98
36057,0.3265,13.06,26.94
36059,0.4249,17.0,23.0
36061,0.3564,14.26,25.74
36063,0.4592,18.37,21.63
36065,0.3706,14.82,25.18
36067,0.5518,22.07,17.93
36069,0.3878,15.51,24.49
36071,0.3756,15.02,24.98
36073,0.3395,13.58,26.42
36075,0.3135,12.54,27.46
36077,0.545,21.8,18.2
36079,0.3665,14.66,25.34
36081,0.4049,16.2,23.8
36083,0.4557,18.23,21.77
36085,0.4042,16.17,23.83
36087,0.3544,14.18,25.82
36089,0.2938,11.75,28.25
36091,0.3031,12.13,27.87
36093,0.5846,23.38,16.62
36095,0.4325,17.3,22.7
36097,0.3459,13.84,26.16
36099,0.3249,13.0,27.0
36101,0.4305,17.22,22.78
36103,0.321,12.84,27.16
36105,0.5962,23.85,16.15
36107,0.4675,18.7,21.3
36109,0.5166,20.66,19.34
36111,0.5475,21.9,18.1
36113,0.5368,21.47,18.53
36115,0.3545,14.18,25.82
36117,0.3195,12.78,27.22
36119,0.4186,16.75,23.25
36121,0.2938,11.75,28.25
36123,0.3165,12.66,27.34
37001,0.5125,20.5,19.5
37003,0.4777,19.11,20.89
37005,0.4777,19.11,20.89
37007,0.5023,20.09,19.91
37009,0.472,18.88,21.12
37011,0.472,18.88,21.12
37013,0.4734,18.93,21.07
37015,0.5023,20.09,19.91
37017,0.4813,19.25,20.75
37019,0.513,20.52,19.48
37021,0.4924,19.7,20.3
37023,0.5091,20.37,19.63
37025,0.4909,19.64,20.36
37027,0.4886,19.55,20.45
37029,0.4934,19.74,20.26
37031,0.4939,19.76,20.24
37033,0.4631,18.52,21.48
37035,0.4491,17.96,22.04
37037,0.5103,20.41,19.59
37039,0.4898,19.59,20.41
37041,0.462,18.48,21.52
37043,0.5063,20.25,19.75
37045,0.4846,19.38,20.62
37047,0.4777,19.11,20.89
37049,0.5032,20.13,19.87
37051,0.5119,20.47,19.53
37053,0.4834,19.33,20.67
37055,0.498,19.92,20.08
37057,0.4518,18.07,21.93
37059,0.513,20.52,19.48
37061,0.4734,18.93,21.07
37063,0.4956,19.82,20.18
37065,0.415,16.6,23.4
37067,0.5097,20.39,19.61
37069,0.5139,20.56,19.44
37071,0.4594,18.38,21.62
37073,0.4639,18.56,21.44
37075,0.4671,18.68,21.32
37077,0.4834,19.34,20.66
37079,0.4813,19.25,20.75
37081,0.5036,20.14,19.86
37083,0.5023,20.09,19.91
37085,0.4972,19.89,20.11
37087,0.4925,19.7,20.3
37089,0.5137,20.55,19.45
37091,0.5023,20.09,19.91
37093,0.5062,20.25,19.75
37095,0.4639,18.56,21.44
37097,0.5034,20.14,19.86
37099,0.5146,20.58,19.42
37101,0.5041,20.16,19.84
37103,0.4618,18.47,21.53
37105,0.5133,20.53,19.47
37107,0.5023,20.09,19.91
37109,0.5136,20.54,19.46
37111,0.4777,19.11,20.89
37113,0.4914,19.65,20.35
37115,0.4824,19.29,20.71
37117,0.4943,19.77,20.23
37119,0.443,17.72,22.28
37121,0.4671,18.68,21.32
37123,0.401,16.04,23.96
37125,0.4216,16.86,23.14
37127,0.5054,20.22,19.78
37129,0.5088,20.35,19.65
37131,0.5023,20.09,19.91
37133,0.5096,20.38,19.62
37135,0.4501,18.0,22.0
37137,0.4528,18.11,21.89
37139,0.5149,20.59,19.41
37141,0.5057,20.23,19.77
37143,0.4777,19.11,20.89
37145,0.4868,19.47,20.53
37147,0.515,20.6,19.4
37149,0.4812,19.25,20.75
37151,0.49,19.6,20.4
37153,0.4737,18.95,21.05
37155,0.4524,18.1,21.9
37157,0.5063,20.25,19.75
37159,0.5083,20.33,19.67
37161,0.4881,19.52,20.48
37163,0.4734,18.93,21.07
37165,0.5023,20.09,19.91
37167,0.4342,17.37,22.63
37169,0.4947,19.79,20.21
37171,0.4817,19.27,20.73
37173,0.4602,18.41,21.59
37175,0.4986,19.95,20.05
37177,0.4176,16.7,23.3
37179,0.4363,17.45,22.55
37181,0.5053,20.21,19.79
37183,0.4125,16.5,23.5
37185,0.5023,20.09,19.91
37187,0.5023,20.09,19.91
37189,0.5148,20.59,19.41
37191,0.499,19.96,20.04
37193,0.4777,19.11,20.89
37195,0.5056,20.23,19.77
37197,0.4777,19.11,20.89
37199,0.4671,18.68,21.32
38001,0.385,15.4,24.6
38003,0.4894,19.58,20.42
38005,0.4798,19.19,20.81
38007,0.5822,23.29,16.71
38009,0.4885,19.54,20.46
38011,0.3697,14.79,25.21
38013,0.3594,14.38,25.62
38015,0.4383,17.53,22.47
38017,0.5794,23.17,16.83
38019,0.4057,16.23,23.77
38021,0.4648,18.59,21.41
38023,0.3377,13.51,26.49
38025,0.3322,13.29,26.71
38027,0.4921,19.68,20.32
38029,0.385,15.4,24.6
38031,0.3697,14.79,25.21
38033,0.4487,17.95,22.05
38035,0.5586,22.34,17.66
38037,0.385,15.4,24.6
38039,0.4941,19.76,20.24
38041,0.3736,14.94,25.06
38043,0.385,15.4,24.6
38045,0.5823,23.29,16.71
38047,0.3979,15.92,24.08
38049,0.391,15.64,24.36
38051,0.385,15.4,24.6
38053,0.3561,14.24,25.76
38055,0.3697,14.79,25.21
38057,0.3697,14.79,25.21
38059,0.4844,19.38,20.62
38061,0.3697,14.79,25.21
38063,0.4874,19.5,20.5
38065,0.4694,18.77,21.23
38067,0.3768,15.07,24.93
38069,0.4954,19.82,20.18
38071,0.4998,19.99,20.01
38073,0.4658,18.63,21.37
38075,0.3735,14.94,25.06
38077,0.4185,16.74,23.26
38079,0.6061,24.25,15.75
38081,0.4744,18.98,21.02
38083,0.4459,17.84,22.16
38085,0.6,24.0,16.0
38087,0.4662,18.65,21.35
38089,0.4844,19.38,20.62
38091,0.4392,17.57,22.43
38093,0.5015,20.06,19.94
38095,0.4057,16.23,23.77
38097,0.5298,21.19,18.81
38099,0.4459,17.84,22.16
38101,0.4815,19.26,20.74
38103,0.385,15.4,24.6
38105,0.3543,14.17,25.83
39001,0.3608,14.43,25.57
39003,0.459,18.36,21.64
39005,0.2882,11.53,28.47
39007,0.3176,12.71,27.29
39009,0.6277,25.11,14.89
39011,0.3457,13.83,26.17
39013,0.3608,14.43,25.57
39015,0.2896,11.58,28.42
39017,0.323,12.92,27.08
39019,0.2667,10.67,29.33
39021,0.3371,13.48,26.52
39023,0.4612,18.45,21.55
39025,0.3331,13.32,26.68
39027,0.2667,10.67,29.33
39029,0.3783,15.13,24.87
39031,0.3642,14.57,25.43
39033,0.3608,14.43,25.57
39035,0.4848,19.39,20.61
39037,0.2667,10.67,29.33
39039,0.3774,15.1,24.9
39041,0.3266,13.07,26.93
39043,0.6324,25.3,14.7
39045,0.2673,10.69,29.31
39047,0.2858,11.43,28.57
39049,0.5657,22.63,17.37
39051,0.3457,13.83,26.17
39053,0.4257,17.03,22.97
39055,0.4284,17.14,22.86
39057,0.35,14.0,26.0
39059,0.2852,11.41,28.59
39061,0.5868,23.47,16.53
39063,0.3643,14.57,25.43
39065,0.3631,14.52,25.48
39067,0.288,11.52,28.48
39069,0.3473,13.89,26.11
39071,0.2897,11.59,28.41
39073,0.4569,18.28,21.72
39075,0.3487,13.95,26.05
39077,0.2667,10.67,29.33
39079,0.4558,18.23,21.77
39081,0.3731,14.92,25.08
39083,0.3521,14.09,25.91
39085,0.4796,19.19,20.81
39087,0.2667,10.67,29.33
39089,0.4619,18.48,21.52
39091,0.3475,13.9,26.1
39093,0.4611,18.44,21.56
39095,0.5701,22.8,17.2
39097,0.2854,11.42,28.58
39099,0.5706,22.82,17.18
39101,0.5652,22.61,17.39
39103,0.3528,14.11,25.89
39105,0.3608,14.43,25.57
39107,0.3471,13.88,26.12
39109,0.4394,17.58,22.42
39111,0.3608,14.43,25.57
39113,0.4866,19.46,20.54
39115,0.3661,14.64,25.36
39117,0.3475,13.9,26.1
39119,0.4184,16.73,23.27
39121,0.2839,11.36,28.64
39123,0.5962,23.85,16.15
39125,0.2867,11.47,28.53
39127,0.5305,21.22,18.78
39129,0.2667,10.67,29.33
39131,0.3974,15.9,24.1
39133,0.6286,25.14,14.86
39135,0.2882,11.53,28.47
39137,0.3525,14.1,25.9
39139,0.3664,14.65,25.35
39141,0.4573,18.29,21.71
39143,0.3148,12.59,27.41
39145,0.5522,22.09,17.91
39147,0.2667,10.67,29.33
39149,0.4605,18.42,21.58
39151,0.2667,10.67,29.33
39153,0.4629,18.52,21.48
39155,0.2667,10.67,29.33
39157,0.3919,15.67,24.33
39159,0.2721,10.88,29.12
39161,0.2867,11.47,28.53
39163,0.2882,11.53,28.47
39165,0.2667,10.67,29.33
39167,0.3608,14.43,25.57
39169,0.2952,11.81,28.19
39171,0.4236,16.94,23.06
39173,0.5957,23.83,16.17
39175,0.3181,12.73,27.27
40001,0.4864,19.46,20.54
40003,0.4648,18.59,21.41
40005,0.4864,19.46,20.54
40007,0.418,16.72,23.28
40009,0.5047,20.19,19.81
40011,0.5047,20.19,19.81
40013,0.3852,15.41,24.59
40015,0.5047,20.19,19.81
40017,0.4375,17.5,22.5
40019,0.4106,16.42,23.58
40021,0.5406,21.62,18.38
40023,0.4864,19.46,20.54
40025,0.5168,20.67,19.33
40027,0.5609,22.44,17.56
40029,0.4864,19.46,20.54
40031,0.5545,22.18,17.82
40033,0.4106,16.42,23.58
40035,0.4248,16.99,23.01
40037,0.4125,16.5,23.5
40039,0.5173,20.69,19.31
40041,0.4864,19.46,20.54
40043,0.4864,19.46,20.54
40045,0.4949,19.8,20.2
40047,0.4231,16.92,23.08
40049,0.418,16.72,23.28
40051,0.5386,21.55,18.45
40053,0.418,16.72,23.28
40055,0.5047,20.19,19.81
40057,0.5047,20.19,19.81
40059,0.418,16.72,23.28
40061,0.4864,19.46,20.54
40063,0.4864,19.46,20.54
40065,0.4089,16.36,23.64
40067,0.3957,15.83,24.17
40069,0.4949,19.8,20.2
40071,0.4506,18.02,21.98
40073,0.418,16.72,23.28
40075,0.4289,17.16,22.84
40077,0.4864,19.46,20.54
40079,0.4864,19.46,20.54
40081,0.4106,16.42,23.58
40083,0.514,20.56,19.44
40085,0.4864,19.46,20.54
40087,0.4698,18.79,21.21
40089,0.4864,19.46,20.54
40091,0.4046,16.19,23.81
40093,0.4477,17.91,22.09
40095,0.4949,19.8,20.2
40097,0.462,18.48,21.52
40099,0.418,16.72,23.28
40101,0.4975,19.9,20.1
40103,0.4093,16.37,23.63
40105,0.3957,15.83,24.17
40107,0.4106,16.42,23.58
40109,0.4554,18.21,21.79
40111,0.4949,19.8,20.2
40113,0.3811,15.24,24.76
40115,0.4046,16.19,23.81
40117,0.4046,16.19,23.81
40119,0.5196,20.79,19.21
40121,0.4864,19.46,20.54
40123,0.4669,18.67,21.33
40125,0.4714,18.85,21.15
40127,0.4864,19.46,20.54
40129,0.5047,20.19,19.81
40131,0.5278,21.11,18.89
40133,0.4949,19.8,20.2
40135,0.4864,19.46,20.54
40137,0.4864,19.46,20.54
40139,0.4402,17.61,22.39
40141,0.5047,20.19,19.81
40143,0.551,22.04,17.96
40145,0.5531,22.12,17.88
40147,0.5152,20.61,19.39
40149,0.5047,20.19,19.81
40151,0.5524,22.1,17.9
40153,0.5047,20.19,19.81
41001,0.5135,20.54,19.46
41003,0.555,22.2,17.8
41005,0.4696,18.78,21.22
41007,0.5662,22.65,17.35
41009,0.3926,15.7,24.3
41011,0.5377,21.51,18.49
41013,0.3521,14.08,25.92
41015,0.5451,21.8,18.2
41017,0.5199,20.8,19.2
41019,0.4379,17.52,22.48
41021,0.5047,20.19,19.81
41023,0.5047,20.19,19.81
41025,0.5047,20.19,19.81
41027,0.5175,20.7,19.3
41029,0.5546,22.19,17.81
41031,0.5321,21.28,18.72
41033,0.4693,18.77,21.23
41035,0.5047,20.19,19.81
41037,0.5047,20.19,19.81
41039,0.5271,21.08,18.92
41041,0.5635,22.54,17.46
41043,0.5148,20.59,19.41
41045,0.5047,20.19,19.81
41047,0.5597,22.39,17.61
41049,0.3286,13.14,26.86
41051,0.5236,20.94,19.06
41053,0.5585,22.34,17.66
41055,0.4046,16.19,23.81
41057,0.5451,21.8,18.2
41059,0.4472,17.89,22.11
41061,0.5135,20.54,19.46
41063,0.5524,22.1,17.9
41065,0.4537,18.15,21.85
41067,0.5283,21.13,18.87
41069,0.4864,19.46,20.54
41071,0.5181,20.72,19.28
42001,0.245,9.8,30.2
42003,0.4259,17.04,22.96
42005,0.2944,11.77,28.23
42007,0.3283,13.13,26.87
42009,0.245,9.8,30.2
42011,0.3716,14.86,25.14
42013,0.2752,11.01,28.99
42015,0.245,9.8,30.2
42017,0.3312,13.25,26.75
42019,0.3085,12.34,27.66
42021,0.3457,13.83,26.17
42023,0.2944,11.77,28.23
42025,0.245,9.8,30.2
42027,0.4668,18.67,21.33
42029,0.245,9.8,30.2
42031,0.2944,11.77,28.23
42033,0.2473,9.89,30.11
42035,0.2944,11.77,28.23
42037,0.33,13.2,26.8
42039,0.2879,11.52,28.48
42041,0.245,9.8,30.2
42043,0.5779,23.12,16.88
42045,0.3345,13.38,26.62
42047,0.4479,17.92,22.08
42049,0.4703,18.81,21.19
42051,0.3149,12.6,27.4
42053,0.245,9.8,30.2
42055,0.2881,11.52,28.48
42057,0.245,9.8,30.2
42059,0.245,9.8,30.2
42061,0.306,12.24,27.76
42063,0.245,9.8,30.2
42065,0.2944,11.77,28.23
42067,0.245,9.8,30.2
42069,0.245,9.8,30.2
42071,0.245,9.8,30.2
42073,0.3639,14.55,25.45
42075,0.245,9.8,30.2
42077,0.4622,18.49,21.51
42079,0.245,9.8,30.2
42081,0.245,9.8,30.2
42083,0.2944,11.77,28.23
42085,0.245,9.8,30.2
42087,0.245,9.8,30.2
42089,0.5657,22.63,17.37
42091,0.245,9.8,30.2
42093,0.4107,16.43,23.57
42095,0.4358,17.43,22.57
42097,0.3153,12.61,27.39
42099,0.245,9.8,30.2
42101,0.4451,17.81,22.19
42103,0.5898,23.59,16.41
42105,0.2501,10.0,30.0
42107,0.245,9.8,30.2
42109,0.245,9.8,30.2
42111,0.2491,9.96,30.04
42113,0.2944,11.77,28.23
42115,0.2944,11.77,28.23
42117,0.245,9.8,30.2
42119,0.245,9.8,30.2
42121,0.4458,17.83,22.17
42123,0.245,9.8,30.2
42125,0.245,9.8,30.2
42127,0.306,12.24,27.76
42129,0.355,14.2,25.8
42131,0.245,9.8,30.2
42133,0.245,9.8,30.2
44001,0.44,17.6,22.4
44003,0.44,17.6,22.4
44005,0.44,17.6,22.4
44007,0.44,17.6,22.4
44009,0.44,17.6,22.4
45001,0.4471,17.89,22.11
45003,0.5656,22.63,17.37
45005,0.5383,21.53,18.47
45007,0.4976,19.9,20.1
45009,0.5383,21.53,18.47
45011,0.5383,21.53,18.47
45013,0.5446,21.78,18.22
45015,0.4797,19.19,20.81
45017,0.5193,20.77,19.23
45019,0.5237,20.95,19.05
45021,0.5505,22.02,17.98
45023,0.5647,22.59,17.41
45025,0.4326,17.3,22.7
45027,0.5359,21.43,18.57
45029,0.4643,18.57,21.43
45031,0.5645,22.58,17.42
45033,0.5198,20.79,19.21
45035,0.5677,22.71,17.29
45037,0.467,18.68,21.32
45039,0.5588,22.35,17.65
45041,0.5203,20.81,19.19
45043,0.5581,22.33,17.67
45045,0.4569,18.28,21.72
45047,0.4727,18.91,21.09
45049,0.5383,21.53,18.47
45051,0.4807,19.23,20.77
45053,0.5383,21.53,18.47
45055,0.4611,18.44,21.56
45057,0.5623,22.49,17.51
45059,0.5282,21.13,18.87
45061,0.5448,21.79,18.21
45063,0.5302,21.21,18.79
45065,0.5383,21.53,18.47
45067,0.537,21.48,18.52
45069,0.564,22.56,17.44
45071,0.393,15.72,24.28
45073,0.5532,22.13,17.87
45075,0.5389,21.56,18.44
45077,0.4918,19.67,20.33
45079,0.5564,22.26,17.74
45081,0.393,15.72,24.28
45083,0.4441,17.76,22.24
45085,0.5239,20.96,19.04
45087,0.5504,22.02,17.98
45089,0.4642,18.57,21.43
45091,0.5225,20.9,19.1
46003,0.4167,16.67,23.33
46005,0.4349,17.4,22.6
46007,0.4358,17.43,22.57
46009,0.3927,15.71,24.29
46011,0.4468,17.87,22.13
46013,0.4446,17.79,22.21
46015,0.4349,17.4,22.6
46017,0.4842,19.37,20.63
46019,0.4383,17.53,22.47
46021,0.4359,17.44,22.56
46023,0.4456,17.82,22.18
46025,0.4372,17.49,22.51
46027,0.5042,20.17,19.83
46029,0.3963,15.85,24.15
46031,0.4842,19.37,20.63
46033,0.4853,19.41,20.59
46035,0.3927,15.71,24.29
46037,0.3925,15.7,24.3
46039,0.375,15.0,25.0
46041,0.4842,19.37,20.63
46043,0.4167,16.67,23.33
46045,0.4581,18.32,21.68
46047,0.3963,15.85,24.15
46049,0.3927,15.71,24.29
46051,0.4175,16.7,23.3
46053,0.3927,15.71,24.29
46055,0.3927,15.71,24.29
46057,0.4129,16.52,23.48
46059,0.4584,18.34,21.66
46061,0.3765,15.06,24.94
46063,0.4578,18.31,21.69
46065,0.3847,15.39,24.61
46067,0.4579,18.32,21.68
46069,0.4155,16.62,23.38
46071,0.4372,17.49,22.51
46073,0.3939,15.76,24.24
46075,0.4412,17.65,22.35
46077,0.3927,15.71,24.29
46079,0.4481,17.92,22.08
46081,0.4054,16.22,23.78
46083,0.385,15.4,24.6
46085,0.4372,17.49,22.51
46087,0.4578,18.31,21.69
46089,0.3927,15.71,24.29
46091,0.4147,16.59,23.41
46093,0.4587,18.35,21.65
46095,0.4705,18.82,21.18
46097,0.3927,15.71,24.29
46099,0.4917,19.67,20.33
46101,0.4594,18.38,21.62
46102,0.4842,19.37,20.63
46103,0.4092,16.37,23.63
46105,0.3884,15.53,24.47
46107,0.422,16.88,23.12
46109,0.4362,17.45,22.55
46111,0.3927,15.71,24.29
46115,0.4018,16.07,23.93
46117,0.4161,16.64,23.36
46119,0.3939,15.76,24.24
46121,0.4857,19.43,20.57
46123,0.4383,17.53,22.47
46125,0.4584,18.34,21.66
46127,0.4048,16.19,23.81
46129,0.4343,17.37,22.63
46135,0.4447,17.79,22.21
46137,0.4857,19.43,20.57
47001,0.4918,19.67,20.33
47003,0.4887,19.55,20.45
47005,0.4671,18.68,21.32
47007,0.4671,18.68,21.32
47009,0.5087,20.35,19.65
47011,0.4814,19.26,20.74
47013,0.4941,19.76,20.24
47015,0.4308,17.23,22.77
47017,0.4301,17.21,22.79
47019,0.4977,19.91,20.09
47021,0.4242,16.97,23.03
47023,0.4872,19.49,20.51
47025,0.472,18.88,21.12
47027,0.472,18.88,21.12
47029,0.4861,19.44,20.56
47031,0.4498,17.99,22.01
47033,0.4272,17.09,22.91
47035,0.4437,17.75,22.25
47037,0.5081,20.32,19.68
47039,0.4671,18.68,21.32
47041,0.4452,17.81,22.19
47043,0.4839,19.36,20.64
47045,0.4403,17.61,22.39
47047,0.5118,20.47,19.53
47049,0.4671,18.68,21.32
47051,0.4013,16.05,23.95
47053,0.4777,19.11,20.89
47055,0.4589,18.35,21.65
47057,0.4671,18.68,21.32
47059,0.4864,19.45,20.55
47061,0.472,18.88,21.12
47063,0.4944,19.78,20.22
47065,0.4984,19.94,20.06
47067,0.472,18.88,21.12
47069,0.4613,18.45,21.55
47071,0.4194,16.78,23.22
47073,0.4931,19.72,20.28
47075,0.5023,20.09,19.91
47077,0.4671,18.68,21.32
47079,0.4194,16.78,23.22
47081,0.4272,17.09,22.91
47083,0.4142,16.57,23.43
47085,0.4777,19.11,20.89
47087,0.472,18.88,21.12
47089,0.4846,19.38,20.62
47091,0.4306,17.23,22.77
47093,0.4466,17.87,22.13
47095,0.4671,18.68,21.32
47097,0.472,18.88,21.12
47099,0.472,18.88,21.12
47101,0.4777,19.11,20.89
47103,0.4142,16.57,23.43
47105,0.495,19.8,20.2
47107,0.4943,19.77,20.23
47109,0.472,18.88,21.12
47111,0.4194,16.78,23.22
47113,0.5147,20.59,19.41
47115,0.4935,19.74,20.26
47117,0.5072,20.29,19.71
47119,0.4976,19.91,20.09
47121,0.4861,19.44,20.56
47123,0.4671,18.68,21.32
47125,0.5082,20.33,19.67
47127,0.451,18.04,21.96
47129,0.5066,20.26,19.74
47131,0.4777,19.11,20.89
47133,0.4228,16.91,23.09
47135,0.4777,19.11,20.89
47137,0.4879,19.52,20.48
47139,0.4671,18.68,21.32
47141,0.4963,19.85,20.15
47143,0.4671,18.68,21.32
47145,0.4937,19.75,20.25
47147,0.5052,20.21,19.79
47149,0.4395,17.58,22.42
47151,0.4671,18.68,21.32
47153,0.4235,16.94,23.06
47155,0.4581,18.32,21.68
47157,0.4434,17.74,22.26
47159,0.4194,16.78,23.22
47161,0.4194,16.78,23.22
47163,0.4981,19.92,20.08
47165,0.4378,17.51,22.49
47167,0.5125,20.5,19.5
47169,0.4503,18.01,21.99
47171,0.4931,19.72,20.28
47173,0.5073,20.29,19.71
47175,0.4272,17.09,22.91
47177,0.4272,17.09,22.91
47179,0.5067,20.27,19.73
47181,0.4239,16.96,23.04
47183,0.4272,17.09,22.91
47185,0.5076,20.3,19.7
47187,0.403,16.12,23.88
47189,0.4405,17.62,22.38
48001,0.2429,9.72,30.28
48003,0.2509,10.04,29.96
48005,0.5908,23.63,16.37
48007,0.3208,12.83,27.17
48009,0.6071,24.28,15.72
48011,0.5055,20.22,19.78
48013,0.6617,26.47,13.53
48015,0.321,12.84,27.16
48017,0.5045,20.18,19.82
48019,0.7907,31.63,8.37
48021,0.4912,19.65,20.35
48023,0.3554,14.21,25.79
48025,0.5734,22.94,17.06
48027,0.8075,32.3,7.7
48029,0.8059,32.24,7.76
48031,0.6528,26.11,13.89
48033,0.517,20.68,19.32
48035,0.3384,13.53,26.47
48037,0.2502,10.01,29.99
48039,0.5318,21.27,18.73
48041,0.1196,4.79,35.21
48043,0.7271,29.08,10.92
48045,0.3767,15.07,24.93
48047,0.5528,22.11,17.89
48049,0.3767,15.07,24.93
48051,0.4998,19.99,20.01
48053,0.7102,28.41,11.59
48055,0.5899,23.6,16.4
48057,0.3767,15.07,24.93
48059,0.6259,25.04,14.96
48061,0.5241,20.96,19.04
48063,0.5734,22.94,17.06
48065,0.1196,4.79,35.21
48067,0.5734,22.94,17.06
48069,0.3767,15.07,24.93
48071,0.4668,18.67,21.33
48073,0.5734,22.94,17.06
48075,0.5916,23.66,16.34
48077,0.4998,19.99,20.01
48079,0.6259,25.04,14.96
48081,0.3554,14.21,25.79
48083,0.6259,25.04,14.96
48085,0.5273,21.09,18.91
48087,0.4405,17.62,22.38
48089,0.6259,25.04,14.96
48091,0.6619,26.48,13.52
48093,0.6259,25.04,14.96
48095,0.3767,15.07,24.93
48097,0.3767,15.07,24.93
48099,0.6454,25.82,14.18
48101,0.3767,15.07,24.93
48103,0.5114,20.46,19.54
48105,0.3767,15.07,24.93
48107,0.6259,25.04,14.96
48109,0.747,29.88,10.12
48111,0.4307,17.23,22.77
48113,0.7967,31.87,8.13
48115,0.6259,25.04,14.96
48117,0.3767,15.07,24.93
48119,0.6865,27.46,12.54
48121,0.4729,18.92,21.08
48123,0.6259,25.04,14.96
48125,0.4089,16.36,23.64
48127,0.747,29.88,10.12
48129,0.3767,15.07,24.93
48131,0.747,29.88,10.12
48133,0.6259,25.04,14.96
48135,0.7044,28.17,11.83
48137,0.3384,13.53,26.47
48139,0.4228,16.91,23.09
48141,0.7827,31.31,8.69
48143,0.7602,30.41,9.59
48145,0.5734,22.94,17.06
48147,0.5734,22.94,17.06
48149,0.5214,20.85,19.15
48151,0.1813,7.25,32.75
48153,0.3767,15.07,24.93
48155,0.6259,25.04,14.96
48157,0.6636,26.54,13.46
48159,0.7848,31.39,8.61
48161,0.3384,13.53,26.47
48163,0.3484,13.94,26.06
48165,0.5114,20.46,19.54
48167,0.5053,20.21,19.79
48169,0.6259,25.04,14.96
48171,0.7086,28.34,11.66
48173,0.4481,17.92,22.08
48175,0.6259,25.04,14.96
48177,0.3767,15.07,24.93
48179,0.6259,25.04,14.96
48181,0.1646,6.58,33.42
48183,0.3928,15.71,24.29
48185,0.5734,22.94,17.06
48187,0.4171,16.69,23.31
48189,0.5164,20.66,19.34
48191,0.6259,25.04,14.96
48193,0.4378,17.51,22.49
48195,0.5231,20.92,19.08
48197,0.3767,15.07,24.93
48199,0.4373,17.49,22.51
48201,0.7752,31.01,8.99
48203,0.4537,18.15,21.85
48205,0.5296,21.18,18.82
48207,0.6259,25.04,14.96
48209,0.6987,27.95,12.05
48211,0.4556,18.22,21.78
48213,0.468,18.72,21.28
48215,0.4631,18.52,21.48
48217,0.1782,7.13,32.87
48219,0.6259,25.04,14.96
48221,0.5353,21.41,18.59
48223,0.3953,15.81,24.19
48225,0.3599,14.4,25.6
48227,0.6891,27.56,12.44
48229,0.6259,25.04,14.96
48231,0.7735,30.94,9.06
48233,0.3127,12.51,27.49
48235,0.3767,15.07,24.93
48237,0.6259,25.04,14.96
48239,0.6468,25.87,14.13
48241,0.5734,22.94,17.06
48243,0.5459,21.83,18.17
48245,0.782,31.28,8.72
48247,0.5224,20.9,19.1
48249,0.747,29.88,10.12
48251,0.3058,12.23,27.77
48253,0.6259,25.04,14.96
48255,0.6259,25.04,14.96
48257,0.6068,24.27,15.73
48259,0.6795,27.18,12.82
48261,0.3767,15.07,24.93
